App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genre_1,Genre_2,Last Updated,Current Ver,Android Ver
2705,A & B Taxi,MAPS_AND_NAVIGATION,4,41,25000000,1000,True,0.0,Everyone,Maps & Navigation,nan,2018-04-07,0.19.13-SPECTRUM,4.0.3
2706,Cardi B HD Wallpapers Lock Screen,PERSONALIZATION,4,2,10000000,500,True,0.0,Mature 17+,Personalization,nan,2018-10-06,1.3,4.0.3
2707,Clash of Clans,FAMILY,4,44881447,98000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-07-15,10.322.16,4.1
2708,Clash Royale,FAMILY,4,23125280,97000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-06-27,2.3.2,4.1
2709,C Programming,FAMILY,4,22248,1800000,1000000,True,0.0,Everyone,Education,nan,2015-06-28,3.0,2.3
2710,Learn C [NEW],FAMILY,4,349,11000000,50000,True,0.0,Everyone,Education,nan,2018-03-16,2.1.1,4.0
2711,Mobile C [ C/C++ Compiler ],FAMILY,4,4624,78000000,100000,True,0.0,Everyone,Education,nan,2018-07-07,2.5.1,4.0.3
2712,Critical Ops,GAME,4,1397944,50000000,10000000,True,0.0,Teen,Action,nan,2018-07-31,0.9.10.f96,4.4
2713,Candy Crush Saga,FAMILY,4,22419455,74000000,500000000,True,0.0,Everyone,Casual,nan,2018-05-07,1.129.0.2,4.1
2714,CL Mobile - Classifieds for Craigslist,SHOPPING,4,27275,8300000,1000000,True,0.0,Teen,Shopping,nan,2018-07-30,27500000,4.1
2715,C Locker Pro,PERSONALIZATION,4,1531,7700000,10000,False,2.99,Everyone,Personalization,nan,2017-05-12,8.3.4,4.1
2716,C Programs and Reference,BOOKS_AND_REFERENCE,4,873,2500000,50000,True,0.0,Everyone,Books & Reference,nan,2014-07-31,2.2,2.1
2717,Learn C++,FAMILY,4,73404,5300000,1000000,True,0.0,Everyone,Education,nan,2017-12-25,4.5.2,4.0
2718,C Programming Zone,FAMILY,4,1218,4000000,50000,True,0.0,Everyone,Education,nan,2017-05-13,3.0,4.0.3
2719,C Offline Tutorial,BOOKS_AND_REFERENCE,4,88,4200000,1000,True,0.0,Everyone,Books & Reference,nan,2017-08-12,1.0.1,4.1
2720,Neon Glow C - Icon Pack,PERSONALIZATION,4,557,74000000,10000,False,0.99,Everyone,Personalization,nan,2018-07-27,4.5.0,4.0.3
2721,All C Programs,FAMILY,4,2387,6900000,100000,True,0.0,Everyone,Education,nan,2018-09-06,2.5.1,4.1
2722,C by GE,LIFESTYLE,1,686,6600000,10000,True,0.0,Everyone,Lifestyle,nan,2018-11-07,4.1.07,4.3
2723,CPlus for Craigslist - Officially Licensed,LIFESTYLE,4,8096,16000000,1000000,True,0.0,Mature 17+,Lifestyle,nan,2018-03-08,1.6.4,4.1
2724,Alt-C,PRODUCTIVITY,4,499,4700000,10000,True,0.0,Everyone,Productivity,nan,2017-01-27,1.37,4.0
2725,C-SPAN Radio,FAMILY,3,608,5400000,100000,True,0.0,Everyone,Entertainment,nan,2018-05-17,4.3.2,4.1
2726,Bridge-C - Get More Storage,TOOLS,2,24,35000000,1000,True,0.0,Everyone,Tools,nan,2017-12-29,1.7,6.0
2727,Community by C Space,LIFESTYLE,4,707,26000000,5000,True,0.0,Everyone,Lifestyle,nan,2018-07-17,2.2.0,4.4
2728,My C Spire,PRODUCTIVITY,4,376,32000000,50000,True,0.0,Everyone,Productivity,nan,2018-07-23,2.15.1,4.4
2729,learn c in hindi,FAMILY,4,109,2700000,5000,True,0.0,Everyone,Education,nan,2017-06-24,4.1,4.0
2730,Learn C Programming (Examples) (OFFLINE),FAMILY,4,43,3700000,10000,True,0.0,Everyone,Education,nan,2017-12-16,1.0.3,4.1
2731,"C Programming - Learn Code, Theory & Discuss",FAMILY,4,2751,7000000,100000,True,0.0,Everyone,Education,nan,2018-06-15,3.2.8,4.0.3
2732,Expert C Programming - Learn C Coding Easily,FAMILY,4,77,6900000,5000,True,0.0,Everyone,Education,nan,2018-05-01,1.1.9,5.0
2733,Hill Climb Racing,GAME,4,8921451,63000000,100000000,True,0.0,Everyone,Racing,nan,2018-02-07,1.37.2,4.2
2734,codeEazy - C/C++/JAVA,FAMILY,4,130,2200000,10000,True,0.0,Everyone,Education,nan,2016-04-04,1.0.3,4.0.3
2735,Batmobile™ R/C Controller,FAMILY,3,452,30000000,100000,True,0.0,Everyone,Entertainment,nan,2018-02-02,1.0.8,4.4
2736,C Pattern Programs Free,FAMILY,4,4115,5800000,100000,True,0.0,Everyone,Education,nan,2018-08-07,7.1.0,4.0
2737,C Programs Handbook,BOOKS_AND_REFERENCE,4,459,3100000,50000,True,0.0,Everyone,Books & Reference,nan,2017-11-16,2.2.3.3,4.0
2738,C Functions,FAMILY,4,55,1500000,1000,True,0.0,Everyone,Education,nan,2015-09-26,1.0,4.0.3
2739,Learn C# - .Net - C Sharp Programming Tutorial App,FAMILY,4,1320,8600000,100000,True,0.0,Everyone,Education,nan,2018-03-06,4.1.0,4.1
2740,Learn Basic C - For Beginners,FAMILY,4,27,772000,5000,True,0.0,Everyone,Education,nan,2016-01-20,1.0,3.0
2741,C Prowess,FAMILY,4,306,3300000,5000,True,0.0,Everyone,Education,nan,2017-03-06,1.2,4.1
2742,101 C Programming Problems,FAMILY,4,498,5000000,50000,True,0.0,Everyone,Education,nan,2017-10-15,2.0,4.0.3
2743,Let us C - Example Programs,FAMILY,4,36,1100000,5000,True,0.0,Everyone,Education,nan,2017-08-30,1.2,3.0
2744,C Examples,FAMILY,4,1002,4400000,10000,True,0.0,Everyone,Education,nan,2016-08-31,3.9,4.0
2745,C BOOK-C PROGRAMS,FAMILY,4,138,2100000,10000,True,0.0,Everyone,Education,nan,2017-09-22,1.0,3.0
2746,100+ C Programs,FAMILY,4,20,1600000,5000,True,0.0,Everyone,Education,nan,2017-03-01,1.0,4.0
2747,Dubsmash,VIDEO_PLAYERS,4,1971777,29000000,100000000,True,0.0,Teen,Video Players & Editors,nan,2018-11-05,2.35.8,4.1
2748,Discord - Chat for Gamers,COMMUNICATION,4,305347,39000000,10000000,True,0.0,Teen,Communication,nan,2018-07-27,7.1.8,4.1
2749,Hitman Sniper,GAME,4,408292,29000000,10000000,False,0.99,Mature 17+,Action,nan,2018-12-07,1.7.110758,4.1
2750,FRONTLINE COMMANDO: D-DAY,GAME,4,1736105,14000000,10000000,True,0.0,Mature 17+,Action,nan,2014-05-16,3.0.4,2.1
2751,Fruit Ninja®,GAME,4,5091448,41000000,100000000,True,0.0,Everyone,Arcade,nan,2018-12-07,2.6.7.487220,4.1
2752,"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4,2588730,9700000,50000000,True,0.0,Everyone,Video Players & Editors,nan,2018-07-30,1.7.1.3,5.0
2753,Crossy Road,GAME,4,4229977,60000000,100000000,True,0.0,Everyone,Action,nan,2018-01-08,3.1.0,5.0
2754,Temple Run 2,GAME,4,8116142,62000000,500000000,True,0.0,Everyone,Action,nan,2018-05-07,1.49.1,4.0
2755,Beach Buggy Blitz,GAME,4,640974,47000000,50000000,True,0.0,Everyone,Racing,nan,2018-05-06,1.5,4.0.3
2756,Vector,GAME,4,3058687,89000000,100000000,True,0.0,Everyone 10+,Arcade,nan,2016-07-18,1.2.0,4.0
2757,Dr. Driving,GAME,4,4972230,9900000,100000000,True,0.0,Everyone,Racing,nan,2018-02-03,1.52,4.0.3
2758,D Day World War II Commando Survival Shooting,GAME,4,951,64000000,100000,True,0.0,Teen,Action,nan,2018-05-25,1.2,4.1
2759,Geometry Dash Meltdown,GAME,4,1591129,48000000,50000000,True,0.0,Everyone,Arcade,nan,2017-12-22,1.01,4.0
2760,Koi Live Wallpaper,PERSONALIZATION,4,14026,12000000,100000,False,0.99,Everyone,Personalization,nan,2014-06-24,1.9,2.2
2761,KineMaster – Pro Video Editor,VIDEO_PLAYERS,4,1013867,32000000,50000000,True,0.0,Everyone,Video Players & Editors,nan,2018-03-08,4.5.0.10701.GP,4.1
2762,Block City Wars + skins export,FAMILY,4,762706,28000000,10000000,True,0.0,Teen,Simulation,nan,2018-03-30,6.7.5,4.0
2763,Dance School Stories - Dance Dreams Come True,FAMILY,4,91171,36000000,1000000,True,0.0,Everyone,Role Playing,nan,2018-03-08,1.0.8,4.1
2764,3D Bowling,SPORTS,4,1076243,13000000,100000000,True,0.0,Everyone,Sports,nan,2018-01-18,3.1,2.0.1
2765,Plants vs. Zombies FREE,FAMILY,4,4064868,69000000,100000000,True,0.0,Everyone 10+,Strategy,nan,2018-06-07,2.2.00,4.1
2766,Dream League Soccer 2018,SPORTS,4,9873470,74000000,100000000,True,0.0,Everyone,Sports,nan,2018-07-16,5.064,4.4
2767,Mind Games Pro,FAMILY,4,15301,18000000,100000,False,2.99,Everyone,Puzzle,Brain Games,2018-07-18,3.0.5,2.3
2768,Z Ringtones PREMIUM 2018,PERSONALIZATION,4,10158,3600000,500000,True,0.0,Everyone,Personalization,nan,2018-01-03,1.5,4.0.3
2769,Smash Hit,GAME,4,4147718,79000000,100000000,True,0.0,Everyone,Arcade,nan,2015-11-26,1.4.0,2.3
2770,Bad Piggies,FAMILY,4,1168959,66000000,50000000,True,0.0,Everyone,Puzzle,nan,2017-03-05,2.3.3,4.1
2771,Temple Run,GAME,4,4000433,42000000,100000000,True,0.0,Everyone,Arcade,nan,2018-02-08,1.9.1,4.0
2772,Broken Screen Prank,FAMILY,3,23682,9800000,1000000,True,0.0,Teen,Casual,nan,2018-06-14,6.2,4.0
2773,Screen Lock - with Fingerprint Simulator,TOOLS,3,338449,2800000,10000000,True,0.0,Everyone,Tools,nan,2018-06-19,8.6,2.3.3
2774,Car Parking Game 3D - Real City Driving Challenge,FAMILY,4,187892,40000000,5000000,True,0.0,Everyone,Simulation,nan,2018-10-05,1.2.0,4.0
2775,E!,FAMILY,3,740,20000000,100000,True,0.0,Teen,Entertainment,nan,2018-05-24,3.3.1.41,4.4
2776,E! News,NEWS_AND_MAGAZINES,4,15443,25000000,1000000,True,0.0,Teen,News & Magazines,nan,2018-06-19,4.2.133,4.4
2777,Chuck E.'s Skate Universe,FAMILY,3,94910,44000000,10000000,True,0.0,Everyone,Action,Action & Adventure,2017-10-01,1.12,4.3
2778,Eventbrite - Discover popular events & nearby fun,FAMILY,4,63773,8800000,5000000,True,0.0,Everyone,Entertainment,nan,2018-07-30,5.7.2,5.0
2779,ES File Explorer File Manager,PRODUCTIVITY,4,5378795,16000000,100000000,True,0.0,Everyone,Productivity,nan,2018-03-08,4.1.8.2.2,4.0
2780,Eternium,FAMILY,4,1506783,89000000,10000000,True,0.0,Teen,Role Playing,nan,2018-07-18,1.2.115,4.0
2781,E*TRADE Mobile,FINANCE,3,10657,58000000,1000000,True,0.0,Everyone,Finance,nan,2018-02-08,6.8.2,4.4
2782,WWE,FAMILY,4,736824,20000000,10000000,True,0.0,Teen,Entertainment,nan,2018-01-19,3.17.2,4.1
2783,E-cigarette for free,FAMILY,3,1354,4800000,500000,True,0.0,Mature 17+,Entertainment,nan,2017-10-23,1.0,2.3
2784,Moto LED for Moto X & E [Root],LIFESTYLE,3,4082,318000,500000,True,0.0,Everyone,Lifestyle,nan,2014-10-16,1.0,4.2
2785,Lookout Security & Antivirus,TOOLS,4,951413,13000000,100000000,True,0.0,Everyone,Tools,nan,2018-07-31,10.23.2-964159b,4.4
2786,World History Quick e-Book,FAMILY,4,1657,4900000,100000,True,0.0,Everyone,Education,Education,2018-07-17,1.35,4.1
2787,Microsoft Edge,COMMUNICATION,4,27156,66000000,5000000,True,0.0,Everyone,Communication,nan,2018-07-28,42.0.0.2059,4.4
2788,Microsoft Outlook,PRODUCTIVITY,4,3249518,50000000,100000000,True,0.0,Everyone,Productivity,nan,2018-02-08,2.2.194,4.4
2789,ClassDojo,FAMILY,4,148536,59000000,10000000,True,0.0,Everyone,Education,Education,2018-03-08,4.21.1,4.1
2790,theScore esports,SPORTS,4,16257,14000000,500000,True,0.0,Everyone 10+,Sports,nan,2017-03-02,2.8,4.1
2791,EX File Explorer File Manager,PRODUCTIVITY,4,4660,5900000,1000000,True,0.0,Everyone,Productivity,nan,2016-06-10,1.0,4.0
2792,Aab e Hayat Full Novel,BOOKS_AND_REFERENCE,4,1476,41000000,100000,True,0.0,Everyone,Books & Reference,nan,2017-02-21,1.0,3.0
2793,Ebook Reader,BOOKS_AND_REFERENCE,4,85842,37000000,5000000,True,0.0,Everyone,Books & Reference,nan,2018-06-25,5.0.6,4.0
2794,Aldiko Book Reader,BOOKS_AND_REFERENCE,4,210534,22000000,10000000,True,0.0,Everyone,Books & Reference,nan,2018-06-13,3.0.58,4.0
2795,Wish - Shopping Made Fun,SHOPPING,4,6200739,15000000,100000000,True,0.0,Everyone,Shopping,nan,2018-03-08,4.20.5,4.1
2796,Synd e-Passbook,FINANCE,4,9400,6100000,1000000,True,0.0,Everyone,Finance,nan,2016-12-05,1.09,2.2
2797,Video Downloader for Facebook,TOOLS,4,894435,3100000,50000000,True,0.0,Teen,Tools,nan,2018-01-07,2.2.8,4.0
2798,F-Stop Gallery Pro,PHOTOGRAPHY,4,1302,58000,10000,False,4.99,Everyone,Photography,nan,2015-05-08,3.2,2.2
2799,Offroad Pickup Truck F,FAMILY,4,4551,79000000,500000,True,0.0,Everyone,Simulation,nan,2017-12-26,1.0,2.3
2800,F-Stop Gallery,PHOTOGRAPHY,4,12726,15000000,1000000,True,0.0,Everyone,Photography,nan,2018-07-21,4.9.18,4.1
2801,Talking Tom Cat 2,FAMILY,4,3213548,55000000,100000000,True,0.0,Everyone 10+,Entertainment,nan,2018-07-25,5.3.5.16,4.1
2802,FlashLight F.Light,TOOLS,4,3943,11000000,100000,True,0.0,Everyone,Tools,nan,2018-05-23,1.4.2,5.0
2803,F-Secure SENSE,TOOLS,4,57,13000000,5000,True,0.0,Everyone,Tools,nan,2018-04-07,1.0.988,5.0
2804,Super Car F. Mod for MCPE,GAME,3,214,4900000,50000,True,0.0,Everyone,Adventure,nan,2018-07-19,3.0.1,4.2
2805,F-Secure KEY Password manager,TOOLS,4,2588,7600000,100000,True,0.0,Everyone,Tools,nan,2018-06-27,4.7.4,4.0
2806,Inputting Plus: Ctrl + Z/F/C/V,PRODUCTIVITY,4,1117,3000000,50000,True,0.0,Everyone,Productivity,nan,2017-10-18,1.0.6,5.0
2807,CTRL-F - Search the real world,PRODUCTIVITY,4,607,37000000,50000,True,0.0,Everyone,Productivity,nan,2016-07-24,1.1,4.0.3
2808,F-Secure SAFE,TOOLS,4,9433,9300000,500000,True,0.0,Everyone,Tools,nan,2018-07-30,17.4.0014017,5.0
2809,MHD F-Series,AUTO_AND_VEHICLES,4,73,23000000,1000,True,0.0,Everyone,Auto & Vehicles,nan,2018-05-06,version 0.994,3.2
2810,F-Secure AV Test,TOOLS,4,1250,241000,50000,True,0.0,Everyone,Tools,nan,2018-06-03,1.0.1,4.0.3
2811,imo beta free calls and text,COMMUNICATION,4,659395,11000000,100000000,True,0.0,Everyone,Communication,nan,2018-07-06,9.8.000000010492,4.0
2812,F-Secure Mobile Security,TOOLS,4,13096,9200000,500000,True,0.0,Everyone,Tools,nan,2018-07-30,17.4.0014017,5.0
2813,f'east,LIFESTYLE,3,38,4800000,5000,True,0.0,Everyone,Lifestyle,nan,2018-04-17,2.6.3,4.0
2814,Speech Therapy: F,FAMILY,1,1,16000000,10,False,2.99,Everyone,Education,nan,2016-07-10,1.0,2.3.3
2815,HumorCast - Authentic Weather,WEATHER,4,6495,40000000,100000,True,0.0,Teen,Weather,nan,2018-12-07,4.4.4,4.4
2816,F & M Mobile Banking,FINANCE,4,43,13000000,5000,True,0.0,Everyone,Finance,nan,2018-02-20,4.5.0,4.0
2817,RPG End of Aspiration F,FAMILY,4,20368,31000000,500000,True,0.0,Teen,Role Playing,nan,2016-12-15,3.0.0fr,2.3
2818,R+F PULSE,BUSINESS,3,58,3000000,10000,True,0.0,Everyone,Business,nan,2017-04-21,1.0,4.4
2819,F-Secure Freedome for Business,BUSINESS,3,183,9900000,50000,True,0.0,Everyone,Business,nan,2018-07-16,2.5.1.7594.psb,4.0.3
2820,"f.lux (preview, root-only)",HEALTH_AND_FITNESS,3,5559,3700000,500000,True,0.0,Everyone,Health & Fitness,nan,2016-03-15,22.0,4.0.3
2821,Arto: f.infrared photo,PHOTOGRAPHY,4,41,11000000,500,False,1.49,Everyone,Photography,nan,2016-07-19,3.1,4.4
2822,Geometry Dash World,GAME,4,759838,63000000,10000000,True,0.0,Everyone,Arcade,nan,2017-12-22,1.03,4.0
2823,Convert degree Celsius to Fahrenheit or °F to °C,TOOLS,4,51,2100000,5000,True,0.0,Everyone,Tools,nan,2018-05-21,1.5.8,4.0
2824,F-Gas Solutions,BUSINESS,4,127,1400000,10000,True,0.0,Everyone,Business,nan,2016-07-10,2.1.3,4.0
2825,PUBG MOBILE,GAME,4,3697174,36000000,50000000,True,0.0,Teen,Action,nan,2018-07-24,0.7.0,4.3
2826,Granny,GAME,4,1128805,59000000,50000000,True,0.0,Teen,Arcade,nan,2018-05-29,1.4.0.1,4.0
2827,Offroad Car G,FAMILY,4,64884,37000000,5000000,True,0.0,Everyone,Simulation,nan,2016-12-07,1,2.3.3
2828,Google Now Launcher,TOOLS,4,857215,7900000,100000000,True,0.0,Everyone,Tools,nan,2017-07-12,1.4.large,4.1
2829,Rolling G Sky,GAME,3,2065,25000000,100000,True,0.0,Everyone,Adventure,nan,2017-01-25,1.0,2.3.3
2830,G-Switch 2,GAME,4,12683,19000000,1000000,True,0.0,Everyone,Action,nan,2018-05-02,1.1,2.3
2831,G-Switch 3,GAME,4,3656,39000000,100000,True,0.0,Everyone,Action,nan,2018-03-15,1.1.3,3.0
2832,G Cloud Apps Backup Key * root,TOOLS,4,1034,196000,5000,False,4.99,Everyone,Tools,nan,2013-08-09,1.1,2.2
2833,Share G - Images Sharing - Wallpapers App,SOCIAL,4,120,2300000,10000,True,0.0,Teen,Social,nan,2017-05-10,1.0,4.0.3
2834,Next Launcher 3D Theme Hit-G,PERSONALIZATION,4,59,8100000,1000,False,1.7,Everyone,Personalization,nan,2015-08-16,1.05,2.2
2835,Wrestling Revolution 3D,SPORTS,4,989344,51000000,50000000,True,0.0,Teen,Sports,nan,2018-07-23,1.640,4.0
2836,G-Playlists,TOOLS,1,53,3400000,1000,False,1.49,Everyone,Tools,nan,2018-05-19,1.91,4.0.3
2837,G-Switch,GAME,3,4116,8800000,100000,True,0.0,Everyone,Action,nan,2015-01-09,1.3.4,2.3
2838,Offroad G-Class 2018,FAMILY,4,7715,28000000,500000,True,0.0,Everyone,Simulation,nan,2018-06-29,1.7,4.1
2839,Ramfer - CNC Lathe G-code Tool,PRODUCTIVITY,3,5,11000000,100,False,2.99,Everyone,Productivity,nan,2016-09-26,2,3.2
2840,G-Force Driving Assistant,SPORTS,4,10,6100000,100,False,3.88,Everyone,Sports,nan,2013-10-04,1.0,2.3.3
2841,My G:,MAPS_AND_NAVIGATION,3,96,14000000,10000,True,0.0,Everyone,Maps & Navigation,nan,2017-11-14,1.4.0,4.1
2842,G-SHOCK Connected,LIFESTYLE,3,543,94000000,50000,True,0.0,Everyone,Lifestyle,nan,2018-02-07,1.4.1(0629A),5.0
2843,Go,PERSONALIZATION,4,89,11000000,5000,False,0.99,Everyone,Personalization,nan,2017-10-21,1.6.1,4.0.3
2844,G-Homa,LIFESTYLE,3,777,14000000,50000,True,0.0,Everyone,Lifestyle,nan,2018-04-05,3.0.20,4.0
2845,G-NetTrack Pro,TOOLS,4,255,1600000,5000,False,14.99,Everyone,Tools,nan,2018-07-25,14.6,4.0
2846,"G Theme 2 for LG V30, LG G6",PERSONALIZATION,4,25,15000000,500,False,1.49,Everyone,Personalization,nan,2017-12-13,1.0.2,7.0
2847,Speedometer with G-FORCE meter,TOOLS,3,415,2700000,50000,True,0.0,Everyone,Tools,nan,2017-01-06,7.0,2.3
2848,A41 WatchFace for Android Wear Smart Watch,LIFESTYLE,4,231,5700000,5000,False,0.99,Everyone,Lifestyle,nan,2017-12-24,7.0.1,4.3
2849,Radial-G : Infinity,GAME,3,517,47000000,50000,True,0.0,Everyone,Arcade,nan,2015-07-12,1.4,4.1
2850,Dialer theme G Black Gold,PERSONALIZATION,4,33,857000,500,False,1.49,Everyone,Personalization,nan,2016-01-01,2.0,4.0
2851,G-REMOTE,HOUSE_AND_HOME,4,30,25000000,1000,True,0.0,Everyone,House & Home,nan,2018-01-08,2.4,4.0.3
2852,Car G-Force Meter,TOOLS,4,184,1300000,10000,True,0.0,Everyone,Tools,nan,2017-07-29,2.23,4.0
2853,G-NetWiFi Pro,TOOLS,3,6,1500000,100,False,5.99,Everyone,Tools,nan,2018-06-18,3.2,4.0
2854,Helix Jump,GAME,4,1485806,33000000,100000000,True,0.0,Everyone,Action,nan,2018-09-04,1.0.6,4.1
2855,HSPA+ Tweaker (3G booster),TOOLS,4,99290,3900000,5000000,True,0.0,Everyone,Tools,nan,2017-05-12,3.1 Release b2,2.3
2856,Offroad Car H,FAMILY,4,1960,87000000,100000,True,0.0,Everyone,Simulation,nan,2017-06-10,1.4,2.3
2857,H&M,LIFESTYLE,3,41917,14000000,10000000,True,0.0,Everyone,Lifestyle,nan,2018-07-30,9.6.3,4.4
2858,Guns - Shot Sounds,FAMILY,3,29544,10000000,10000000,True,0.0,Everyone,Entertainment,nan,2018-07-25,3.15,4.0
2859,HPlus,HEALTH_AND_FITNESS,2,1786,5900000,100000,True,0.0,Everyone,Health & Fitness,nan,2018-12-06,3.5.2,4.4
2860,Geometry Dash Lite,GAME,4,6181640,58000000,100000000,True,0.0,Everyone,Arcade,nan,2017-12-22,2.2,4.0
2861,DNS Changer - BEST (Gprs/Edge/3G/H/H+/4G),TOOLS,4,123,1900000,5000,True,0.0,Everyone,Tools,nan,2017-09-30,1.2,4.0
2862,H*nest Meditation,LIFESTYLE,4,145,48000000,5000,False,1.99,Mature 17+,Lifestyle,nan,2016-07-04,1.0,4.0.3
2863,Car Driving Simulator Drift,GAME,4,19816,57000000,1000000,True,0.0,Everyone,Racing,nan,2017-03-11,1.8.1,4.4
2864,Deaf - Hearing chat device H,COMMUNICATION,4,9,51000,500,False,3.99,Everyone,Communication,nan,2017-08-02,3.6,2.2
2865,صور حرف H,ART_AND_DESIGN,4,13,4500000,1000,True,0.0,Everyone,Art & Design,nan,2018-03-27,2.0,4.0.3
2866,H Band 2.0,HEALTH_AND_FITNESS,2,4031,8900000,500000,True,0.0,Everyone,Health & Fitness,nan,2018-06-15,3.0.2,4.4
2867,H!LooK - Dating,DATING,4,46,26000000,10000,True,0.0,Mature 17+,Dating,nan,2018-07-29,2.1.6,5.0
2868,H-Connect,HEALTH_AND_FITNESS,4,50,15000000,5000,True,0.0,Everyone,Health & Fitness,nan,2018-03-07,2.14,4.4
2869,most expensive app (H),FAMILY,4,6,1500000,100,False,399.99,Everyone,Entertainment,nan,2018-07-16,1.0,7.0
2870,AntennaPict β,COMMUNICATION,4,15439,2200000,1000000,True,0.0,Everyone,Communication,nan,2016-07-11,2.0.0,2.3
2871,Elkhart County 4-H Fair,FAMILY,3,38,42000000,5000,True,0.0,Everyone,Entertainment,nan,2018-06-04,5055.524.5,4.1
2872,H TV,FAMILY,4,103064,5600000,5000000,True,0.0,Everyone,Entertainment,nan,2018-05-07,4.6.2,2.3.3
2873,H Band,HEALTH_AND_FITNESS,4,214,8900000,10000,True,0.0,Everyone,Health & Fitness,nan,2018-06-13,3.0.2,4.4
2874,The World Ends With You,GAME,4,4108,13000000,10000,False,17.99,Everyone 10+,Arcade,nan,2015-12-14,1.0.4,4.0
2875,MJX H,FAMILY,3,126,13000000,10000,True,0.0,Everyone,Entertainment,nan,2017-08-22,1.0-build20170819,4.1
2876,H-Kakashi - theme Xperia™,PERSONALIZATION,4,621,5400000,50000,True,0.0,Everyone,Personalization,nan,2017-01-12,a.2,4.4
2877,RC City Police Heavy Traffic Racer,GAME,4,3250,27000000,1000000,True,0.0,Everyone,Racing,nan,2018-07-19,1.2,4.0
2878,"Alphabet ""H"" Passcode Lock Screen",PERSONALIZATION,4,2,3000000,100,True,0.0,Everyone,Personalization,nan,2017-12-21,1.0,4.1
2879,Ohio State Fair 4-H,FAMILY,3,4,19000000,1000,True,0.0,Everyone,Entertainment,nan,2018-07-02,3.0.1,4.1
2880,Larry H Miller Automotive,PRODUCTIVITY,3,67,8300000,10000,True,0.0,Everyone,Productivity,nan,2018-07-18,3.5.3,4.0.3
2881,Talking Ben the Dog,FAMILY,4,1633565,57000000,100000000,True,0.0,Everyone,Entertainment,nan,2018-03-07,3.5.2.2,4.1
2882,Add-On: Alcatel (h),PRODUCTIVITY,4,107,1200000,50000,True,0.0,Everyone,Productivity,nan,2015-05-19,10.0.3148,4.0
2883,My Android Device S/W & H/W,FAMILY,4,681,2800000,50000,True,0.0,Everyone,Education,nan,2015-11-20,1.1,2.3
2884,ADMIRALTY H-Note,BUSINESS,4,176,19000000,10000,True,0.0,Everyone,Business,nan,2016-10-25,2.0,5.0
2885,Force LTE Only,TOOLS,4,10426,7200000,1000000,True,0.0,Everyone,Tools,nan,2018-04-02,1.4,4.0
2886,Talking Ginger,FAMILY,4,1752017,52000000,100000000,True,0.0,Everyone,Entertainment,nan,2018-05-07,2.5.6.11,4.1
2887,Motorbike Driving Simulator 3D,GAME,3,178723,65000000,10000000,True,0.0,Everyone,Racing,nan,2016-12-25,4.1,2.3.3
2888,Helix,GAME,3,2454,37000000,500000,True,0.0,Everyone,Arcade,nan,2017-10-09,1.2,4.0
2889,Mobile Number Tracker,TOOLS,3,19758,2900000,5000000,True,0.0,Everyone,Tools,nan,2018-01-14,2.7,4.0
2890,imo free video calls and chat,COMMUNICATION,4,4785892,11000000,500000000,True,0.0,Everyone,Communication,nan,2018-08-06,9.8.000000010501,4.0
2891,I am Nose Doctor -Save my Nose,FAMILY,4,3133,34000000,500000,True,0.0,Everyone,Casual,nan,2016-04-01,1.1.1,3.1
2892,What was I in my Past Life,FAMILY,3,7453,6500000,1000000,True,0.0,Everyone,Entertainment,nan,2017-12-19,2.1,4.1
2893,How Old am I?,FAMILY,2,4635,3900000,1000000,True,0.0,Everyone,Entertainment,nan,2018-01-01,1.7,4.0
2894,I Screen Dialer,TOOLS,4,8137,3900000,1000000,True,0.0,Everyone,Tools,nan,2018-02-25,1.11,4.3
2895,Where's My Water? Free,FAMILY,4,1372013,57000000,100000000,True,0.0,Everyone,Puzzle,Brain Games,2017-11-21,1.10.0,4.1
2896,How Do I Look,PHOTOGRAPHY,2,3032,2800000,500000,True,0.0,Everyone,Photography,nan,2017-08-12,1.3,3.0
2897,Solitaire!,GAME,4,403911,23000000,10000000,True,0.0,Everyone,Card,nan,2018-06-24,2.277.0,4.1
2898,iGun Pro -The Original Gun App,GAME,4,249308,55000000,10000000,True,0.0,Everyone,Arcade,nan,2017-07-09,5.26,2.3
2899,Sonic Dash,GAME,4,3777822,75000000,100000000,True,0.0,Everyone,Arcade,nan,2018-07-26,3.8.5.Go,4.1
2900,I'm Ping Pong King :),SPORTS,4,29864,40000000,1000000,True,0.0,Everyone,Sports,nan,2018-07-26,2.5,4.1
2901,LINE I Love Coffee,FAMILY,4,250257,50000000,5000000,True,0.0,Everyone,Simulation,nan,2016-11-16,1.1.5,2.3.3
2902,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4,132015,25000000,10000000,True,0.0,Everyone,Communication,nan,2018-07-18,6.1,4.2
2903,Instachat 😜,SOCIAL,4,80987,25000000,5000000,True,0.0,Teen,Social,nan,2018-07-30,2.2.4,4.4
2904,"Fame Boom for Real Followers, Likes",SOCIAL,4,896118,6600000,5000000,True,0.0,Everyone,Social,nan,2017-09-10,1.3.0,4.1
